[Fri May 22 17:31:16.277478 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:15_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.390176 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.390176 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.391173 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:04_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[1], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[5], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[6], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[9], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[10], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[11], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[12], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:05:01 | InsertDT:2026-05-22 17:05:00 | Chamber:[15], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.392171 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.393168 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:05_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:02 | InsertDT:2026-05-22 17:06:00 | Chamber:[1], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:02 | InsertDT:2026-05-22 17:06:00 | Chamber:[5], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:02 | InsertDT:2026-05-22 17:06:00 | Chamber:[6], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:02 | InsertDT:2026-05-22 17:06:00 | Chamber:[9], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:02 | InsertDT:2026-05-22 17:06:00 | Chamber:[10], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.394165 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:02 | InsertDT:2026-05-22 17:06:00 | Chamber:[11], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:02 | InsertDT:2026-05-22 17:06:00 | Chamber:[12], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 17:06:03 | InsertDT:2026-05-22 17:06:00 | Chamber:[15], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.395162 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 17:06_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
